Element,Transition,Theoretical_eV,Experimental_eV
Tm,L 3 M 5,7180.1,7180.113
Tm,L 3 N 1,8181.2,8177.2
Tm,L 3 N 2,8270.1,8263.1
Tm,L 3 N 3,8316.72,
Tm,L 3 N 4,8455.6,8468.7
Tm,L 3 N 5,8467.65,8468.7
Tm,L 3 N 6,8637.46,
Tm,L 3 N 7,8639.35,
Tm,L 3 edge,8648.97,8649.53
Yb,KL 1,50846.5,
Yb,KL 2,51354.7,51354.60
Yb,KL 3,52389.1,52389.48
Yb,KM 1,58937.5,
Yb,KM 2,59160.1,59152
Yb,KM 3,59383.3,59367.1
Yb,KM 4,59758.2,59782.2
Yb,KM 5,59805.4,59782.2
Yb,KN 1,60847.3,
Yb,KN 2,60939.1,60985
Yb,KN 3,60988.5,60985
Yb,KN 4,61132.8,
Yb,KN 5,61144.8,
Yb,K edge,61333.3,61305
Yb,L 1 M 1,8091.0,
Yb,L 1 M 2,8313.6,8313.26
Yb,L 1 M 3,8536.8,8536.79
Yb,L 1 M 4,8911.7,8913.31
Yb,L 1 M 5,8958.9,8960.64
Yb,L 1 N 1,10000.8,
Yb,L 1 N 2,10092.6,10089.79
Yb,L 1 N 3,10142.0,10143.20
Yb,L 1 N 4,10286.3,10297.90
Yb,L 1 N 5,10298.3,10297.90
Yb,L 1 N 6,10475.9,
Yb,L 1 N 7,10477.7,
Yb,L 1 edge,10486.8,10491.0
Yb,L 2 M 1,7582.8,7580.24
Yb,L 2 M 2,7805.4,7805.29
Yb,L 2 M 3,8028.6,8024.08
Yb,L 2 M 4,8403.6,8401.88
Yb,L 2 M 5,8450.8,
Yb,L 2 N 1,9492.7,9491.1
Yb,L 2 N 2,9584.4,
Yb,L 2 N 3,9633.83,
Yb,L 2 N 4,9778.2,9780.18
Yb,L 2 N 5,9790.13,
Yb,L 2 N 6,9967.79,
Yb,L 2 N 7,9969.53,
Yb,L 2 edge,9978.70,9976.0
Yb,L 3 M 1,6548.4,6545.54
Yb,L 3 M 2,6771.0,6771.62
Yb,L 3 M 3,6994.2,6995.85
Yb,L 3 M 4,7369.1,7367.40
Yb,L 3 M 5,7416.3,7415.70
Yb,L 3 N 1,8458.2,8456.61
Yb,L 3 N 2,8550.0,
Yb,L 3 N 3,8599.39,
Yb,L 3 N 4,8743.73,8758.91
Yb,L 3 N 5,8755.69,8758.91
Yb,L 3 N 6,8933.35,
Yb,L 3 N 7,8935.09,
Yb,L 3 edge,8944.26,8944.04
Lu,KL 1,52445.5,
Lu,KL 2,52965.3,52965.57
Lu,KL 3,54069.5,54070.39
Lu,KM 1,60823.9,
Lu,KM 2,61051.8,61048
Lu,KM 3,61291.2,61283
Lu,KM 4,61674.4,61731.9
Lu,KM 5,61725.3,61731.9
Lu,KN 1,62809.2,
Lu,KN 2,62903.9,62967
Lu,KN 3,62957.6,62967
Lu,KN 4,63106.5,
Lu,KN 5,63119.0,
Lu,K edge,63322.7,63305
Lu,L 1 M 1,8378.4,
Lu,L 1 M 2,8606.3,8606.54
Lu,L 1 M 3,8845.6,8847.03
Lu,L 1 M 4,9228.9,9231.7
Lu,L 1 M 5,9279.7,9281.5
Lu,L 1 N 1,10363.7,
Lu,L 1 N 2,10458.4,10460.0
Lu,L 1 N 3,10512.0,10511.16
Lu,L 1 N 4,10661.0,10667.3
Lu,L 1 N 5,10673.5,10678.3
Lu,L 1 N 6,10858.7,
Lu,L 1 N 7,10860.6,
Lu,L 1 edge,10877.2,10873.7
Lu,L 2 M 1,7858.6,7857.43
Lu,L 2 M 2,8086.5,8085.82
Lu,L 2 M 3,8325.9,8323.17
Lu,L 2 M 4,8709.1,8709.13
Lu,L 2 M 5,8760.0,
Lu,L 2 N 1,9843.9,9843.0
Lu,L 2 N 2,9938.7,
Lu,L 2 N 3,9992.28,
Lu,L 2 N 4,10141.2,10143.53
Lu,L 2 N 5,10153.73,
Lu,L 2 N 6,10338.91,
Lu,L 2 N 7,10340.83,
Lu,L 2 edge,10357.43,10344.8
Lu,L 3 M 1,6754.4,6752.85
Lu,L 3 M 2,6982.4,6980.99
Lu,L 3 M 3,7221.7,
Lu,L 3 M 4,7605.0,7604.92
Lu,L 3 M 5,7655.8,7655.55
Lu,L 3 N 1,8739.8,8737.92
Lu,L 3 N 2,8834.5,
Lu,L 3 N 3,8888.09,
Lu,L 3 N 4,9037.0,9039.91
Lu,L 3 N 5,9049.54,9049.01
Lu,L 3 N 6,9234.72,
Lu,L 3 N 7,9236.64,
Lu,L 3 edge,9253.24,9249.0
Hf,KL 1,54074.8,
Hf,KL 2,54606.4,54612.0
Hf,KL 3,55784.1,55790.8
Hf,KM 1,62747.2,
Hf,KM 2,62980.8,62980
Hf,KM 3,63237.2,63234
Hf,KM 4,63628.8,
Hf,KM 5,63683.2,
Hf,KN 1,64810.0,
Hf,KN 2,64907.3,64980
Hf,KN 3,64965.3,64980
Hf,KN 4,65119.3,
Hf,KN 5,65132.6,
Hf,K edge,65352.0,65316
Hf,L 1 M 1,8672.4,8668.58
Hf,L 1 M 2,8906.0,8905.50
Hf,L 1 M 3,9162.4,9163.51
Hf,L 1 M 4,9554.0,9550.40
Hf,L 1 M 5,9608.4,9609.17
Hf,L 1 N 1,10735.2,
Hf,L 1 N 2,10832.5,10833.64
Hf,L 1 N 3,10890.5,10890.83
Hf,L 1 N 4,11044.5,11045.2
Hf,L 1 N 5,11057.8,11055.4
Hf,L 1 N 6,11250.5,
Hf,L 1 N 7,11252.7,
Hf,L 1 edge,11277.2,11268.585
Hf,L 2 M 1,8140.8,8139.33
Hf,L 2 M 2,8374.4,8373.56
Hf,L 2 M 3,8630.8,8631.28
Hf,L 2 M 4,9022.4,9022.80
Hf,L 2 M 5,9076.9,
Hf,L 2 N 1,10203.6,10201.20
Hf,L 2 N 2,10301.0,
Hf,L 2 N 3,10358.90,
Hf,L 2 N 4,10512.9,10515.89
Hf,L 2 N 5,10526.26,10525.9
Hf,L 2 N 6,10718.95,10703.8
Hf,L 2 N 7,10721.18,
Hf,L 2 edge,10745.60,10735.875
Hf,L 3 M 1,6963.1,6959.63
Hf,L 3 M 2,7196.7,7195.52
Hf,L 3 M 3,7453.1,7453.28
Hf,L 3 M 4,7844.7,7844.70
Hf,L 3 M 5,7899.1,7899.08
Hf,L 3 N 1,9025.9,9022.80
Hf,L 3 N 2,9123.2,9123.93
Hf,L 3 N 3,9181.18,9180.27
Hf,L 3 N 4,9335.2,9337.21
Hf,L 3 N 5,9348.54,9347.35
Hf,L 3 N 6,9541.24,9525.01
Hf,L 3 N 7,9543.46,9525.01
Hf,L 3 edge,9567.88,9558.286
Ta,KL 1,55735.0,
Ta,KL 2,56278.7,56277.6
Ta,KL 3,57533.9,57533.2
Ta,KM 1,64708.3,
Ta,KM 2,64947.7,64949.6
Ta,KM 3,65222.1,65223.3
Ta,KM 4,65622.1,65626.9
Ta,KM 5,65680.4,65683.6
Ta,KN 1,66866.7,
Ta,KN 2,66966.8,66949.4
Ta,KN 3,67029.3,67013.5
Ta,KN 4,67242.1,67195.4
Ta,KN 5,67202.7,67195.4
Ta,K edge,67431.9,67403.7
Ta,L 1 M 1,8973.2,
Ta,L 1 M 2,9212.6,9212.47
Ta,L 1 M 3,9487.1,9487.62
Ta,L 1 M 4,9887.0,9889.3
Ta,L 1 M 5,9945.3,9945.6
Ta,L 1 N 1,11131.6,11117.4
Ta,L 1 N 2,11231.7,11217.1
Ta,L 1 N 3,11294.2,11277.68
Ta,L 1 N 4,11507.0,11439.9
Ta,L 1 N 5,11467.6,11458.1
Ta,L 1 N 6,11667.8,
Ta,L 1 N 7,11670.4,
Ta,L 1 edge,11696.9,11682.1
Ta,L 2 M 1,8429.6,8428.09
Ta,L 2 M 2,8669.0,8668.56
Ta,L 2 M 3,8943.4,8941.76
Ta,L 2 M 4,9343.4,9343.19
Ta,L 2 M 5,9401.7,9399.94
Ta,L 2 N 1,10588.0,10570.6
Ta,L 2 N 2,10688.1,10674.04
Ta,L 2 N 3,10750.59,10731.6
Ta,L 2 N 4,10963.4,10895.33
Ta,L 2 N 5,10923.97,10906.84
Ta,L 2 N 6,11124.17,11107.82
Ta,L 2 N 7,11126.71,
Ta,L 2 edge,11153.23,11132.5
Ta,L 3 M 1,7174.4,7173.20
Ta,L 3 M 2,7413.8,7412.13
Ta,L 3 M 3,7688.2,7686.65
Ta,L 3 M 4,8088.2,8087.93
Ta,L 3 M 5,8146.5,8146.17
Ta,L 3 N 1,9332.8,9315.40
Ta,L 3 N 2,9432.9,9416.1
Ta,L 3 N 3,9495.40,9474.4
Ta,L 3 N 4,9708.2,9639.50
Ta,L 3 N 5,9668.78,9651.89
Ta,L 3 N 6,9868.99,9857.23
Ta,L 3 N 7,9871.52,9857.23
Ta,L 3 edge,9898.04,9876.7
W,KL 1,57426.1,57420
W,KL 2,57981.9,57981.77
W,KL 3,59318.8,59318.847
W,KM 1,66706.9,
W,KM 2,66952.1,66952.19
W,KM 3,67245.6,67245.0
W,KM 4,67654.0,67652.3
W,KM 5,67716.4,67715.9
W,KN 1,68932.0,
W,KN 2,69035.5,69032.5
W,KN 3,69102.2,69101.3
W,KN 4,69267.3,69295
W,KN 5,69281.8,69295
W,K edge,69533.0,69508.5
W,L 1 M 1,9280.7,9278.10
W,L 1 M 2,9526.0,9525.23
W,L 1 M 3,9819.5,9818.91
W,L 1 M 4,10227.8,10228.29
W,L 1 M 5,10290.3,10291.13
W,L 1 N 1,11505.8,11502.8
W,L 1 N 2,11609.4,11610.50
W,L 1 N 3,11676.1,11680.49
W,L 1 N 4,11841.2,11843.9
W,L 1 N 5,11855.6,11861.9
W,L 1 N 6,12063.2,
W,L 1 N 7,12065.8,
W,L 1 edge,12106.9,12099.73
W,L 2 M 1,8725.0,8724.42
W,L 2 M 2,8970.3,8953.03
W,L 2 M 3,9263.7,9268.72
W,L 2 M 4,9672.1,9672.575
W,L 2 M 5,9734.5,9735.08
W,L 2 N 1,10950.1,10948.91
W,L 2 N 2,11053.7,11045.20
W,L 2 N 3,11120.32,11120.5
W,L 2 N 4,11285.4,11286.00
W,L 2 N 5,11299.89,
W,L 2 N 6,11507.48,11504.83
W,L 2 N 7,11510.08,11514.6
W,L 2 edge,11551.16,11538.6
W,L 3 M 1,7388.1,7387.82
W,L 3 M 2,7633.4,7631.41
W,L 3 M 3,7926.8,7926.44
W,L 3 M 4,8335.2,8335.34
W,L 3 M 5,8397.6,8398.242
W,L 3 N 1,9613.2,9608.199
W,L 3 N 2,9716.8,9712.7
W,L 3 N 3,9783.42,9767.238
W,L 3 N 4,9948.5,9947.95
W,L 3 N 5,9962.99,9964.133
W,L 3 N 6,10170.58,10173.49
W,L 3 N 7,10173.18,10173.49
W,L 3 edge,10214.26,10200.1
Re,KL 1,59150.0,
Re,KL 2,59718.3,59718.57
Re,KL 3,61141.2,61141.00
Re,KM 1,68745.6,
Re,KM 2,68996.8,68995.2
Re,KM 3,69310.4,69310.3
Re,KM 4,69727.3,69719.6
Re,KM 5,69793.9,69786.3
Re,KN 1,71053.6,
Re,KN 2,71159.6,71152.0
Re,KN 3,71231.9,71232.1
Re,KN 4,71402.1,71410
Re,KN 5,71417.6,71410
Re,K edge,71687.5,71657.8
Re,L 1 M 1,9595.6,
Re,L 1 M 2,9846.8,9846.35
Re,L 1 M 3,10160.4,10159.90
Re,L 1 M 4,10577.3,10577.07
Re,L 1 M 5,10643.9,10643.45
Re,L 1 N 1,11903.6,11898.5
Re,L 1 N 2,12009.5,12009.95
Re,L 1 N 3,12081.9,12082.5
Re,L 1 N 4,12252.1,12252.4
Re,L 1 N 5,12267.6,12265.8
Re,L 1 N 6,12483.0,
Re,L 1 N 7,12486.0,
Re,L 1 edge,12537.5,12531.1
Re,L 2 M 1,9027.3,9027.27
Re,L 2 M 2,9278.5,9275.9
Re,L 2 M 3,9592.1,9591.0
Re,L 2 M 4,10009.0,10010.04
Re,L 2 M 5,10075.6,10075.8
Re,L 2 N 1,11335.3,11334.18
Re,L 2 N 2,11441.2,11438.5
Re,L 2 N 3,11513.59,11515.0
Re,L 2 N 4,11683.8,11685.53
Re,L 2 N 5,11699.29,
Re,L 2 N 6,11914.7,11916.8
Re,L 2 N 7,11917.7,
Re,L 2 edge,11969.17,11954.7
Re,L 3 M 1,7604.4,7603.67
Re,L 3 M 2,7855.7,7852.45
Re,L 3 M 3,8169.3,8168.55
Re,L 3 M 4,8586.2,8586.27
Re,L 3 M 5,8652.8,8652.55
Re,L 3 N 1,9912.4,9910.66
Re,L 3 N 2,10018.4,
Re,L 3 N 3,10090.77,10093.8
Re,L 3 N 4,10261.0,10261.82
Re,L 3 N 5,10276.46,10275.35
Re,L 3 N 6,10491.9,10493.6
Re,L 3 N 7,10494.9,10493.6
Re,L 3 edge,10546.35,10531.1
Os,KL 1,60905.6,
Os,KL 2,61486.6,61487.27
Os,KL 3,62999.9,63001.07
Os,KM 1,70823.2,
Os,KM 2,71080.5,71078.1
Os,KM 3,71415.3,71413.9
Os,KM 4,71840.9,71823.8
Os,KM 5,71911.8,71894.7
Os,KN 1,73217.2,
Os,KN 2,73326.3,73318.9
Os,KN 3,73404.0,73403.2
Os,KN 4,73579.9,73615
Os,KN 5,73595.9,73615
Os,K edge,73884.0,73856.2
Os,L 1 M 1,9917.6,
Os,L 1 M 2,10174.9,10175.50
Os,L 1 M 3,10509.7,10510.99
Os,L 1 M 4,10935.3,10937.72
Os,L 1 M 5,11006.2,11007.25
Os,L 1 N 1,12311.6,
Os,L 1 N 2,12420.7,12422.46
Os,L 1 N 3,12498.4,12499.98
Os,L 1 N 4,12674.3,12687.5
Os,L 1 N 5,12690.3,12696.6
Os,L 1 N 6,12913.5,
Os,L 1 N 7,12916.6,
Os,L 1 edge,12978.4,12971.6
Os,L 2 M 1,9336.6,9337.07
Os,L 2 M 2,9593.9,9585.8
Os,L 2 M 3,9928.7,9934.5
Os,L 2 M 4,10354.3,10355.42
Os,L 2 M 5,10425.2,10420.70
Os,L 2 N 1,11730.6,11730.42
Os,L 2 N 2,11839.7,
Os,L 2 N 3,11917.40,11924.47
Os,L 2 N 4,12093.3,12095.48
Os,L 2 N 5,12109.35,
Os,L 2 N 6,12332.5,12336.5
Os,L 2 N 7,12335.7,
Os,L 2 edge,12397.42,12380.9
Os,L 3 M 1,7823.3,7822.33
Os,L 3 M 2,8080.6,8078.6
Os,L 3 M 3,8415.4,8414.1
Os,L 3 M 4,8841.0,8841.10
Os,L 3 M 5,8911.9,8911.83
Os,L 3 N 1,10217.4,10217.00
Os,L 3 N 2,10326.5,10324.46
Os,L 3 N 3,10404.12,
Os,L 3 N 4,10580.0,10581.68
Os,L 3 N 5,10596.08,10598.7
Os,L 3 N 6,10819.2,10824.65
Os,L 3 N 7,10822.4,10824.65
Os,L 3 edge,10884.14,10868.0
Ir,KL 1,62694.2,
Ir,KL 2,63288.1,63287.29
Ir,KL 3,64896.5,64896.2
Ir,KM 1,72941.1,
Ir,KM 2,73204.6,73203.4
Ir,KM 3,73561.8,73561.7
Ir,KM 4,73996.1,73980
Ir,KM 5,74071.6,74075.5
Ir,KN 1,75418.4,
Ir,KN 2,75530.8,75529.9
Ir,KN 3,75614.1,75619.3
Ir,KN 4,75795.7,75821
Ir,KN 5,75812.4,75821
Ir,K edge,76117.5,76100.1
Ir,L 1 M 1,10246.9,10244.8
Ir,L 1 M 2,10510.4,10510.72
Ir,L 1 M 3,10867.5,10867.54
Ir,L 1 M 4,11301.9,11301.74
Ir,L 1 M 5,11377.4,11377.13
Ir,L 1 N 1,12724.2,12695.3
Ir,L 1 N 2,12836.6,12841.92
Ir,L 1 N 3,12919.9,12924.11
Ir,L 1 N 4,13101.5,13107.3
Ir,L 1 N 5,13118.2,13125.4
Ir,L 1 N 6,13349.0,
Ir,L 1 N 7,13352.4,
Ir,L 1 edge,13423.3,13423.8
Ir,L 2 M 1,9653.0,9652.34
Ir,L 2 M 2,9916.5,9917.0
Ir,L 2 M 3,10273.7,10272.8
Ir,L 2 M 4,10708.0,10708.35
Ir,L 2 M 5,10783.6,10791.4
Ir,L 2 N 1,12130.4,12134.31
Ir,L 2 N 2,12242.7,12251.2
Ir,L 2 N 3,12326.0,12331.6
Ir,L 2 N 4,12507.6,12512.72
Ir,L 2 N 5,12524.29,
Ir,L 2 N 6,12755.2,12760.5
Ir,L 2 N 7,12758.5,
Ir,L 2 edge,12829.38,12820.0
Ir,L 3 M 1,8044.7,8045.89
Ir,L 3 M 2,8308.1,8304.2
Ir,L 3 M 3,8665.3,8659.2
Ir,L 3 M 4,9099.7,9099.62
Ir,L 3 M 5,9175.2,9175.18
Ir,L 3 N 1,10522.0,10525.17
Ir,L 3 N 2,10634.3,10638.15
Ir,L 3 N 3,10717.60,10725.1
Ir,L 3 N 4,10899.2,10903.67
Ir,L 3 N 5,10915.91,10920.47
Ir,L 3 N 6,11146.8,11155.01
Ir,L 3 N 7,11150.1,11155.01
Ir,L 3 edge,11221.01,11212.0
Pt,KL 1,64515.5,
Pt,KL 2,65122.6,65123.3
Pt,KL 3,66831.1,66832.9
Pt,KM 1,75099.4,
Pt,KM 2,75369.1,75368.7
Pt,KM 3,75749.9,75749.1
Pt,KM 4,76193.1,76198
Pt,KM 5,76273.4,76273
Pt,KN 1,77672.2,
Pt,KN 2,77788.0,77785.5
Pt,KN 3,77877.2,77878.3
Pt,KN 4,78064.5,78070
Pt,KN 5,78081.9,78070
Pt,K edge,78404.2,78380.5
Pt,L 1 M 1,10583.9,10600.2
Pt,L 1 M 2,10853.6,10854.41
Pt,L 1 M 3,11234.4,11230.89
Pt,L 1 M 4,11677.6,11676.3
Pt,L 1 M 5,11757.9,11756.79
Pt,L 1 N 1,13156.7,13112.9
Pt,L 1 N 2,13272.5,13270.5
Pt,L 1 N 3,13361.7,13361.5
Pt,L 1 N 4,13549.0,
Pt,L 1 N 5,13566.4,13560.4
Pt,L 1 N 6,13805.0,
Pt,L 1 N 7,13808.5,
Pt,L 1 edge,13888.7,13880.69
Pt,L 2 M 1,9976.8,9975.2
Pt,L 2 M 2,10246.6,10221
Pt,L 2 M 3,10627.4,10626.8
Pt,L 2 M 4,11070.5,11070.84
Pt,L 2 M 5,11150.8,11140.5
Pt,L 2 N 1,12549.6,12552.6
Pt,L 2 N 2,12665.5,12661.6
Pt,L 2 N 3,12754.62,12758.93
Pt,L 2 N 4,12942.0,12942.19
Pt,L 2 N 5,12959.33,
Pt,L 2 N 6,13198.0,13199.3
Pt,L 2 N 7,13201.5,
Pt,L 2 edge,13281.67,13271.894
Pt,L 3 M 1,8268.3,8268.2
Pt,L 3 M 2,8538.0,8532.9
Pt,L 3 M 3,8918.8,8922.8
Pt,L 3 M 4,9362.0,9361.96
Pt,L 3 M 5,9442.3,9442.39
Pt,L 3 N 1,10841.1,10841.88
Pt,L 3 N 2,10956.9,10962.2
Pt,L 3 N 3,11046.07,11044.2
Pt,L 3 N 4,11233.4,
Pt,L 3 N 5,11250.77,11250.66
Pt,L 3 N 6,11489.5,11490.91
Pt,L 3 N 7,11492.9,11490.91
Pt,L 3 edge,11573.11,11562.755
Au,KL 1,66372.5,66400
Au,KL 2,66993.0,66990.73
Au,KL 3,68806.9,68804.50
Au,KM 1,77301.2,
Au,KM 2,77577.3,77575.01
Au,KM 3,77983.0,77979.80
Au,KM 4,78435.1,78439.0
Au,KM 5,78520.3,78529.5
Au,KN 1,79963.3,
Au,KN 2,80082.5,80076
Au,KN 3,80177.9,80186.2
Au,KN 4,80371.0,80391.1
Au,KN 5,80389.0,80391.1
Au,K edge,80734.7,80721.3
Au,L 1 M 1,10928.7,10921.15
Au,L 1 M 2,11204.8,11204.81
Au,L 1 M 3,11610.5,11610.5
Au,L 1 M 4,12062.6,12061.8
Au,L 1 M 5,12147.8,12147.6
Au,L 1 N 1,13590.8,13578.2
Au,L 1 N 2,13710.0,13709.70
Au,L 1 N 3,13805.4,13809.1
Au,L 1 N 4,13998.5,13999.3
Au,L 1 N 5,14016.6,14019.9
Au,L 1 N 6,14263.1,
Au,L 1 N 7,14266.8,
Au,L 1 edge,14362.2,14355.29
Au,L 2 M 1,10308.2,10308.41
Au,L 2 M 2,10584.3,10589.5
Au,L 2 M 3,10990.0,10991.54
Au,L 2 M 4,11442.0,11442.45
Au,L 2 M 5,11527.2,11526.8
Au,L 2 N 1,12970.3,12974.43
Au,L 2 N 2,13089.4,
Au,L 2 N 3,13184.89,13186.8
Au,L 2 N 4,13377.9,13381.79
Au,L 2 N 5,13396.01,
Au,L 2 N 6,13642.5,13648.9
Au,L 2 N 7,13646.2,
Au,L 2 edge,13741.67,13734.194
Au,L 3 M 1,8494.3,8494.03
Au,L 3 M 2,8770.4,8770.31
Au,L 3 M 3,9176.1,9174.97
Au,L 3 M 4,9628.1,9628.05
Au,L 3 M 5,9713.3,9713.44
Au,L 3 N 1,11156.4,11160.33
Au,L 3 N 2,11275.5,11274.4
Au,L 3 N 3,11371.00,11371.8
Au,L 3 N 4,11564.0,11566.81
Au,L 3 N 5,11582.12,11584.75
Au,L 3 N 6,11828.7,11835.80
Au,L 3 N 7,11832.3,11835.80
Au,L 3 edge,11927.78,11919.694
Hg,KL 1,68260.5,
Hg,KL 2,68894.3,68895.1
Hg,KL 3,70819.0,70819.5
Hg,KM 1,79541.6,
Hg,KM 2,79824.1,79823.3
Hg,KM 3,80256.1,80254.2
Hg,KM 4,80717.1,80754
Hg,KM 5,80807.6,80754
Hg,KN 1,82302.4,
Hg,KN 2,82425.1,82435
Hg,KN 3,82527.7,82545
Hg,KN 4,82726.0,82776
Hg,KN 5,82745.3,82776
Hg,K edge,83111.3,83109.2
Hg,L 1 M 1,11281.1,11272.1
Hg,L 1 M 2,11563.7,11563.1
Hg,L 1 M 3,11995.6,11995.4
Hg,L 1 M 4,12456.6,12456.97
Hg,L 1 M 5,12547.1,12547.52
Hg,L 1 N 1,14042.0,14045.8
Hg,L 1 N 2,14164.7,14162.3
Hg,L 1 N 3,14267.2,14264.8
Hg,L 1 N 4,14465.5,
Hg,L 1 N 5,14484.8,14474.3
Hg,L 1 N 6,14739.1,
Hg,L 1 N 7,14743.2,
Hg,L 1 edge,14850.8,14842.8
Hg,L 2 M 1,10647.3,10651.4
Hg,L 2 M 2,10929.8,10888.1
Hg,L 2 M 3,11361.7,11357.9
Hg,L 2 M 4,11822.7,11822.70
Hg,L 2 M 5,11913.2,
Hg,L 2 N 1,13408.1,13410.3
Hg,L 2 N 2,13530.8,
Hg,L 2 N 3,13633.37,13640.3
Hg,L 2 N 4,13831.7,13830.2
Hg,L 2 N 5,13850.97,
Hg,L 2 N 6,14105.2,14107.3
Hg,L 2 N 7,14109.3,
Hg,L 2 edge,14216.92,14214.9
Hg,L 3 M 1,8722.6,8721.32
Hg,L 3 M 2,9005.1,9019.5
Hg,L 3 M 3,9437.1,9455.6
Hg,L 3 M 4,9898.1,9897.68
Hg,L 3 M 5,9988.6,9988.91
Hg,L 3 N 1,11483.5,11482.5
Hg,L 3 N 2,11606.1,11642.6
Hg,L 3 N 3,11708.73,11713.0
Hg,L 3 N 4,11907.0,11904.1
Hg,L 3 N 5,11926.33,11924.2
Hg,L 3 N 6,12180.6,12182.7
Hg,L 3 N 7,12184.7,12194.1
Hg,L 3 edge,12292.28,12286.4
Tl,KL 1,70185.1,
Tl,KL 2,70832.7,70832.5
Tl,KL 3,72873.8,72872.5
Tl,KM 1,81827.0,
Tl,KM 2,82116.0,82118.4
Tl,KM 3,82575.6,82576.7
Tl,KM 4,83045.6,83114.8
Tl,KM 5,83141.7,83114.8
Tl,KN 1,84685.5,
Tl,KN 2,84811.8,84838.0
Tl,KN 3,84921.3,84948.5
Tl,KN 4,85125.4,85194
Tl,KN 5,85145.9,85194
Tl,K edge,85538.2,85534.5
Tl,L 1 M 1,11641.9,11648.1
Tl,L 1 M 2,11931.0,11930.78
Tl,L 1 M 3,12390.6,12390.55
Tl,L 1 M 4,12860.6,12862.7
Tl,L 1 M 5,12956.6,12958.7
Tl,L 1 N 1,14500.4,14502.6
Tl,L 1 N 2,14626.7,14625.2
Tl,L 1 N 3,14736.2,14737.0
Tl,L 1 N 4,14940.4,14937.4
Tl,L 1 N 5,14960.9,14959.4
Tl,L 1 N 6,15222.7,
Tl,L 1 N 7,15227.1,
Tl,L 1 edge,15353.1,15342.4
Tl,L 2 M 1,10994.2,10994.36
Tl,L 2 M 2,11283.3,11274.2
Tl,L 2 M 3,11742.9,11739.7
Tl,L 2 M 4,12212.9,12213.44
Tl,L 2 M 5,12309.0,12309.36
Tl,L 2 N 1,13852.8,13852.77
Tl,L 2 N 2,13979.1,14057
Tl,L 2 N 3,14088.6,14089.5
Tl,L 2 N 4,14292.7,14291.58
Tl,L 2 N 5,14313.2,
Tl,L 2 N 6,14575.0,14577.9
Tl,L 2 N 7,14579.4,
Tl,L 2 edge,14705.47,14700.3
Tl,L 3 M 1,8953.1,8953.28
Tl,L 3 M 2,9242.2,9241.79
Tl,L 3 M 3,9701.8,9700.75
Tl,L 3 M 4,10171.8,10172.91
Tl,L 3 M 5,10267.9,10268.62
Tl,L 3 N 1,11811.7,11812.00
Tl,L 3 N 2,11938.0,
Tl,L 3 N 3,12047.5,12053.5
Tl,L 3 N 4,12251.6,12251.10
Tl,L 3 N 5,12272.1,12271.71
Tl,L 3 N 6,12533.9,12538.7
Tl,L 3 N 7,12538.3,12538.7
Tl,L 3 edge,12664.38,12660.3
Pb,KL 1,72145.0,
Pb,KL 2,72806.6,72805.42
Pb,KL 3,74970.2,74970.11
Pb,KM 1,84156.2,
Pb,KM 2,84451.8,84450.45
Pb,KM 3,84940.3,84939.08
Pb,KM 4,85419.7,85434
Pb,KM 5,85521.4,85535
Pb,KN 1,87114.5,
Pb,KN 2,87244.1,87238
Pb,KN 3,87362.0,87366.9
Pb,KN 4,87571.0,87589
Pb,KN 5,87593.2,87589
Pb,K edge,88012.8,88005.6
Pb,L 1 M 1,12011.1,12010.3
Pb,L 1 M 2,12306.7,12305.9
Pb,L 1 M 3,12795.3,12793.4
Pb,L 1 M 4,13274.6,13275.8
Pb,L 1 M 5,13376.3,13377.5
Pb,L 1 N 1,14969.4,14963.0
Pb,L 1 N 2,15099.1,15101.4
Pb,L 1 N 3,15216.9,15218.2
Pb,L 1 N 4,15426.0,15427.6
Pb,L 1 N 5,15448.1,15452.8
Pb,L 1 N 6,15717.7,15725.8
Pb,L 1 N 7,15722.6,15725.8
Pb,L 1 edge,15867.7,15857.993
Pb,L 2 M 1,11349.5,11349.4
Pb,L 2 M 2,11645.1,11648.1
Pb,L 2 M 3,12133.7,12127.8
Pb,L 2 M 4,12613.0,12613.80
Pb,L 2 M 5,12714.8,12720.0
Pb,L 2 N 1,14307.8,14307.6
Pb,L 2 N 2,14437.5,14441.7
Pb,L 2 N 3,14555.3,14553.3
Pb,L 2 N 4,14764.4,14764.55
Pb,L 2 N 5,14786.6,14791.5
Pb,L 2 N 6,15056.1,15060
Pb,L 2 N 7,15061.0,
Pb,L 2 edge,15206.12,15198.993
Pb,L 3 M 1,9186.0,9184.56
Pb,L 3 M 2,9481.6,9481.16
Pb,L 3 M 3,9970.2,9967.63
Pb,L 3 M 4,10449.5,10449.59
Pb,L 3 M 5,10551.2,10551.60
Pb,L 3 N 1,12144.3,12143.2
Pb,L 3 N 2,12274.0,12270.6
Pb,L 3 N 3,12391.8,12392.0
Pb,L 3 N 4,12600.9,12601.2
Pb,L 3 N 5,12623.0,12622.8
Pb,L 3 N 6,12892.6,12897.0
Pb,L 3 N 7,12897.5,12897.0
Pb,L 3 edge,13042.60,13035.064
Bi,KL 1,74141.0,
Bi,KL 2,74816.8,74816.21
Bi,KL 3,77108.9,77109.2
Bi,KM 1,86529.6,
Bi,KM 2,86831.9,86835.7
Bi,KM 3,87351.4,87344.1
